position,positionStringShort,name,positionRow,isCaptain,rating,fantasyScore,minutesPlayed,isGoalkeeper,goal,assist,subbedOutTime,yellowCard,redCard,total_shots,accurate_passes_rate(%),chances_created,expected_goals(xG),expected_goals_on_target(xGOT),expected_assists(xA),xG+xA,shot_accuracy(%),blocked_shots,touches,touches_in_opposition_box,passes_into_final_third,long_balls_accuracy(%),dispossessed,xG_Non_penalty,tackles_won_rate(%),clearances,headed_clearance,defensive_actions,recoveries,dribbled_past,duels_won,duels_lost,ground_duels_won_rate(%),aerial_duels_won_rate(%),was_fouled,fouls_commited,dribble_success_rate(%),penalties_won,big_chances_missed,crosses_success_rate(%)
Defender,RB,N?lson Semedo,1,FALSE,6.8,0,90,FALSE,0,0,,1,0,1,83,0,0.1,0,0.14,0.24,0,1,93,0,12,0,2,0.1,50,3,1,8,4,1,11,4,77,50,2,0,100,0,0,75
Defender,CB,Craig Dawson,1,FALSE,5.7,1,90,FALSE,0,0,,0,0,1,87,0,0.06,0,0.01,0.07,0,0,59,0,9,50,1,0.06,0,5,3,9,4,0,2,2,33,100,0,1,0,0,0,0
Defender,CB,Max Kilman,1,TRUE,5.6,1,90,FALSE,0,0,,0,0,1,83,0,0.03,0,0,0.03,0,0,51,0,3,40,1,0.03,0,4,2,8,6,0,1,3,33,0,0,1,0,0,0,0
Defender,LB,Rayan Ait Nouri,1,FALSE,7.3,2,66,FALSE,0,0,65,0,0,0,83,0,0,0,0.05,0.05,0,0,44,0,4,33,1,0,100,4,0,10,4,0,3,3,50,0,0,1,50,0,0,0
Midfielder,DM,Joao Gomes,2,FALSE,6.9,2,90,FALSE,0,0,,0,0,1,88,2,0.01,0,0.01,0.02,0,0,54,0,1,50,1,0.01,83,2,0,11,5,2,7,6,58,0,0,1,50,0,0,0
Midfielder,DM,Mario Lemina,2,FALSE,7.4,2,78,FALSE,0,0,78,0,0,1,81,0,0.04,0,0,0.04,0,0,42,0,1,33,0,0.04,80,1,0,9,9,2,6,4,63,50,0,1,0,0,0,0
Midfielder,RW,Hee-Chan Hwang,4,FALSE,6.9,6,60,FALSE,1,0,60,0,0,1,82,0,0.11,0.05,0.01,0.12,100,0,25,0,0,0,0,0.11,0,0,0,0,3,1,1,5,20,0,1,0,0,0,0,0
Midfielder,AM,Jean-Ricner Bellegarde,4,FALSE,6.4,2,77,FALSE,0,0,77,0,0,1,85,1,0.04,0,0.01,0.05,0,1,35,0,2,0,0,0.04,0,1,0,3,3,0,4,6,43,33,0,1,40,0,0,0
Midfielder,LW,Pedro Neto,4,FALSE,7.9,5,90,FALSE,0,1,,0,0,1,85,4,0.03,0,0.73,0.76,0,0,45,0,2,0,1,0.03,100,0,0,5,6,0,5,5,50,0,0,2,67,0,0,50
Attacker,ST,Matheus Cunha,5,FALSE,6.8,2,61,FALSE,0,0,61,0,0,2,77,0,0.09,0.02,0.07,0.16,50,0,27,0,0,0,1,0.09,100,0,0,1,3,0,6,4,63,50,1,0,60,0,0,0
Attacker,ST,Diogo Jota,5,FALSE,7.1,1,56,FALSE,0,0,56,0,0,1,83,0,0.14,0,0.1,0.24,0,0,29,0,1,100,1,0.14,100,0,0,1,2,2,5,3,63,0,1,0,100,0,0,0
Attacker,ST,Cody Gakpo,5,FALSE,7.6,5 + 1,56,FALSE,1,0,56,0,0,3,77,0,1.08,0.97,0.01,1.09,33,0,24,0,2,0,1,1.08,0,0,0,1,2,1,3,5,50,0,1,0,50,0,0,0
Attacker,ST,Mohamed Salah,5,FALSE,8.8,8 + 2,89,FALSE,0,2,90,0,0,1,75,5,0.24,0,1.47,1.71,100,0,32,0,2,0,0,0.24,100,0,0,1,1,0,3,3,40,100,1,0,0,0,0,100
Midfielder,CM,Curtis Jones,3,FALSE,7.5,1,90,FALSE,0,0,,1,0,0,95,0,0,0,0.03,0.03,0,0,89,0,9,0,1,0,100,1,0,3,4,1,5,4,56,0,2,0,50,0,0,0
Midfielder,CM,Alexis Mac Allister,3,FALSE,6.5,0,45,FALSE,0,0,46,1,0,0,87,0,0,0,0.01,0.01,0,0,55,0,6,100,1,0,33,0,0,5,1,2,5,4,50,100,1,1,0,0,0,0
Midfielder,CM,Dominik Szoboszlai,3,FALSE,7.8,2,90,FALSE,0,0,,0,0,2,83,1,0.16,0.06,0.07,0.23,50,0,118,0,20,36,1,0.16,100,2,2,4,7,2,5,5,50,50,2,0,0,0,0,0
Defender,LB,Andrew Robertson,1,TRUE,8.4,8 + 3,90,FALSE,1,0,,0,0,1,92,2,0.42,0.75,0.11,0.53,100,0,103,0,11,67,1,0.42,100,2,1,7,4,1,3,3,40,100,0,1,0,0,0,29
Defender,CB,Jarell Quansah,1,FALSE,7.7,2,83,FALSE,0,0,83,0,0,0,96,0,0,0,0.01,0.01,0,0,91,0,1,100,0,0,100,5,2,10,4,1,5,3,75,50,0,0,0,0,0,0
Defender,CB,Joel Matip,1,FALSE,7.9,2,90,FALSE,0,0,,0,0,0,91,0,0,0,0.02,0.02,0,0,111,0,11,17,1,0,100,5,2,9,13,1,3,3,33,67,0,0,0,0,0,0
Defender,RB,Joseph Gomez,1,FALSE,7.4,2,90,FALSE,0,0,,0,0,0,89,1,0,0,0.06,0.06,0,0,92,0,6,75,1,0,33,3,2,7,10,3,3,6,38,0,0,0,0,0,0,33
Keeper,GK,Alisson Becker,0,FALSE,6.1,2,90,TRUE,0,0,,0,0,0,86,0,0,0,0,0,0,0,41,0,0,50,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,David Raya,0,FALSE,6.9,2,90,TRUE,0,0,,0,0,0,66,0,0,0,0,0,0,0,42,0,0,38,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Ben White,1,FALSE,6.4,4,90,FALSE,0,0,,0,0,1,88,0,0.31,0,0.02,0.33,100,0,54,0,7,75,1,0.31,0,4,0,8,5,0,0,3,0,0,0,1,0,0,0,50
Defender,CB,William Saliba,1,FALSE,6.8,1,90,FALSE,0,0,,0,0,0,88,0,0,0,0.01,0.01,0,0,58,0,6,67,0,0,50,1,1,5,5,0,3,2,67,50,0,0,0,0,0,0
Defender,CB,Gabriel,1,FALSE,6.5,1,90,FALSE,0,0,,0,0,1,87,0,0.07,0.09,0.01,0.08,0,1,54,0,8,60,0,0.07,0,1,1,5,1,0,7,4,75,57,3,1,0,0,0,0
Defender,LB,Oleksandr Zinchenko,1,FALSE,7,1,90,FALSE,0,0,,0,0,0,92,0,0,0,0.06,0.06,0,0,68,0,11,75,0,0,40,1,1,7,2,0,7,0,100,100,1,0,0,0,0,0
Midfielder,CM,Martin _degaard,3,TRUE,6.6,1,90,FALSE,0,0,,1,0,1,68,3,0.04,0.16,0.03,0.07,100,0,47,0,2,33,3,0.04,0,0,0,5,5,1,3,6,33,0,0,2,0,0,0,20
Midfielder,CM,Declan Rice,3,FALSE,6.4,1,45,FALSE,0,0,46,0,0,2,93,0,0.06,0,0,0.06,0,1,22,0,1,100,1,0.06,0,2,2,3,3,0,4,1,50,100,0,0,0,0,0,0
Midfielder,CM,Fabio Vieira,3,FALSE,6,1,45,FALSE,0,0,46,0,0,0,85,0,0,0,0,0,0,0,22,0,1,0,2,0,100,0,0,3,1,0,4,5,44,0,3,2,0,0,0,0
Attacker,ST,Bukayo Saka,5,FALSE,8.6,10 + 3,89,FALSE,1,0,90,0,0,3,81,4,0.86,1.33,0.29,1.15,67,0,59,0,0,0,3,0.07,75,0,0,6,7,3,10,9,50,100,3,1,50,0,0,50
Attacker,ST,Edward Nketiah,5,FALSE,6.8,1,90,FALSE,0,0,,1,0,1,75,0,0.11,0.33,0,0.11,100,0,23,0,0,0,1,0.11,100,0,0,4,3,0,5,4,50,100,2,1,0,0,1,0
Attacker,ST,Gabriel Jesus,5,FALSE,7,2,77,FALSE,0,0,77,0,0,2,71,0,0.5,0.02,0.01,0.51,50,0,45,0,0,0,5,0.5,67,1,1,8,8,0,9,9,50,50,2,3,75,0,1,0
Attacker,ST,Heung-Min Son,5,TRUE,8.8,12 + 2,79,FALSE,2,0,79,0,0,3,93,2,0.51,1.81,0.35,0.86,100,1,18,0,1,0,0,0.51,0,0,0,1,2,0,1,3,50,0,1,1,0,0,0,0
Midfielder,LW,Brennan Johnson,4,FALSE,6.6,2,63,FALSE,0,0,63,0,0,3,78,0,0.59,0.97,0,0.59,100,1,18,0,1,0,1,0.59,0,0,0,1,5,0,2,2,33,100,1,0,0,0,2,0
Midfielder,AM,James Maddison,4,FALSE,8.5,8 + 1,78,FALSE,0,2,78,0,0,1,86,3,0.03,0,0.22,0.25,0,0,43,0,2,100,1,0.03,50,0,0,3,1,0,7,5,58,0,3,1,40,0,0,0
Midfielder,RW,Dejan Kulusevski,4,FALSE,6.3,2,90,FALSE,0,0,,0,0,0,77,3,0,0,0.16,0.16,0,0,45,0,1,50,2,0,50,0,0,6,4,4,3,14,20,0,1,3,0,0,0,0
Midfielder,DM,Yves Bissouma,2,FALSE,6.9,1,90,FALSE,0,0,,1,0,1,95,0,0.05,0,0.01,0.06,0,0,76,0,5,100,2,0.05,50,1,1,7,4,0,7,3,67,100,1,1,100,0,0,0
Midfielder,DM,Pape Sarr,2,FALSE,7,1,90,FALSE,0,0,,1,0,2,87,0,0.1,0,0.01,0.11,0,0,71,0,8,100,1,0.1,33,2,2,10,11,0,6,11,45,17,1,4,50,0,0,0
Defender,LB,Iyenoma Udogie,1,FALSE,6.3,0,90,FALSE,0,0,,1,0,0,86,0,0,0,0,0,0,0,50,0,2,100,3,0,50,4,3,17,5,2,9,11,47,0,1,4,0,0,0,0
Defender,CB,Micky van de Ven,1,FALSE,7.2,1,90,FALSE,0,0,,0,0,0,94,0,0,0,0,0,0,0,59,0,1,50,0,0,100,4,2,6,7,0,3,1,100,50,1,0,0,0,0,0
Defender,CB,Cristian Romero,1,FALSE,5.9,-2,90,FALSE,0,0,,1,0,0,93,0,0,0,0.2,0.2,0,0,87,0,8,67,0,0,100,6,4,14,4,0,6,6,43,60,0,4,0,0,0,0
Defender,RB,Pedro Porro,1,FALSE,7,1,90,FALSE,0,0,,0,0,0,71,0,0,0,0.01,0.01,0,0,69,0,6,0,2,0,40,2,1,8,1,2,6,4,60,0,0,0,100,0,0,0
Keeper,GK,Guglielmo Vicario,0,FALSE,8,2,90,TRUE,0,0,,0,0,0,74,0,0,0,0,0,0,0,57,0,0,23,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Mark Flekken,0,FALSE,5.2,2,90,TRUE,0,0,,0,0,0,85,0,0,0,0,0,0,0,65,0,0,11,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Mads Roerslev,1,FALSE,6.3,2,61,FALSE,0,0,61,0,0,0,73,1,0,0,0.01,0.01,0,0,61,0,4,75,1,0,0,1,1,2,4,0,3,8,40,17,1,1,50,0,0,0
Defender,CB,Nathan Collins,1,FALSE,5.2,1,90,FALSE,0,0,,0,0,0,88,1,0,0,0.01,0.01,0,0,117,0,9,55,1,0,67,3,3,8,5,1,5,7,57,20,0,0,50,0,0,0
Defender,CB,Ethan Pinnock,1,FALSE,5.9,1,90,FALSE,0,0,,0,0,1,85,0,0.22,0,0,0.22,0,1,107,0,9,31,0,0.22,100,6,5,10,4,1,7,7,50,50,0,0,0,0,1,0
Defender,LB,Aaron Hickey,1,FALSE,5.5,1,73,FALSE,0,0,73,0,0,2,89,0,0.07,0,0,0.07,0,1,37,0,4,0,0,0.07,0,1,1,2,7,0,0,2,0,0,0,1,0,0,0,0
Midfielder,CM,Mathias Jensen,3,FALSE,7.4,7 + 2,90,FALSE,1,0,,0,0,1,80,0,0.07,0.64,0.01,0.08,100,0,62,0,7,67,1,0.07,100,0,0,3,7,0,3,5,43,0,1,1,0,0,0,0
Midfielder,CM,Christian N©ªrgaard,3,TRUE,7.6,2,90,FALSE,0,0,,0,0,1,79,0,0.13,0,0.02,0.15,0,0,89,0,6,67,0,0.13,100,1,1,7,12,1,10,5,78,50,3,0,0,0,1,0
Midfielder,CM,Vitaly Janelt,3,FALSE,7.3,5,61,FALSE,0,1,62,0,0,1,71,1,0.02,0,0.03,0.05,0,1,35,0,8,33,0,0.02,100,0,0,4,2,0,4,3,67,50,0,1,0,0,0,0
Attacker,ST,Bryan Mbeumo,5,FALSE,7.4,1,90,FALSE,0,0,,1,0,3,74,1,0.24,0.27,0.2,0.44,33,0,68,0,2,0,1,0.24,25,2,1,9,6,0,9,7,57,50,2,3,50,0,1,50
Attacker,ST,Yoane Wissa,5,FALSE,6.4,2,90,FALSE,0,0,,0,0,1,82,1,0.05,0,0.03,0.08,0,1,17,0,1,0,0,0.05,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0
Attacker,ST,Keane Lewis-Potter,5,FALSE,6.5,2,89,FALSE,0,0,89,0,0,1,91,0,0.18,0,0.07,0.25,0,0,21,0,0,0,1,0.18,0,0,0,1,2,0,4,2,67,0,2,0,50,0,1,0
Attacker,ST,Beto,5,FALSE,7.3,2,63,FALSE,0,0,63,0,0,4,56,1,0.42,0.01,0.02,0.44,25,0,36,0,6,0,2,0.42,100,2,2,4,3,1,11,7,40,69,1,1,0,0,1,0
Midfielder,AM,Abdoulaye Doucour?,4,FALSE,8.1,7,90,FALSE,1,0,,0,0,2,82,1,0.12,0.27,0.05,0.17,50,0,58,0,5,0,2,0.12,0,0,0,4,3,0,2,9,0,33,0,3,0,0,0,0
Midfielder,LM,Dwight McNeil,3,FALSE,7.9,5,90,FALSE,0,1,,0,0,3,88,1,0.1,0.06,0.29,0.39,33,0,65,0,4,0,2,0.1,0,1,0,3,8,0,3,4,50,0,3,0,0,0,0,43
Midfielder,CM,Idrissa Gana Gueye,3,FALSE,7.4,2,90,FALSE,0,0,,0,0,1,93,3,0.02,0,0.26,0.28,0,0,50,0,5,0,2,0.02,0,0,0,2,8,0,2,5,33,0,1,2,100,0,0,0
Midfielder,CM,Amadou Onana,3,FALSE,7.8,2,77,FALSE,0,0,77,0,0,2,85,0,0.14,0,0.03,0.17,0,0,71,0,4,67,1,0.14,50,0,0,8,9,0,11,4,78,67,1,1,0,0,0,0
Midfielder,RM,James Garner,3,FALSE,8.3,5 + 2,90,FALSE,0,1,,0,0,2,92,4,0.03,0,0.27,0.3,0,1,45,0,3,0,1,0.03,100,1,0,6,6,2,6,5,56,50,2,1,0,0,0,33
Defender,LB,Vitalii Mykolenko,1,FALSE,7.3,2,90,FALSE,0,0,,0,0,1,76,0,0.15,0.22,0.02,0.17,100,0,69,0,5,50,2,0.15,100,4,2,7,3,3,6,6,44,67,0,0,100,0,1,0
Defender,CB,Jarrad Branthwaite,1,FALSE,8.1,1,90,FALSE,0,0,,1,0,0,79,0,0,0,0.01,0.01,0,0,68,0,8,45,0,0,50,4,1,11,11,0,4,2,50,100,0,2,0,0,0,100
Defender,CB,James Tarkowski,1,TRUE,8.9,11 + 3,90,FALSE,1,1,,0,0,2,77,4,0.31,0.69,0.34,0.65,50,0,52,0,5,67,0,0.31,0,4,0,4,4,0,8,1,0,89,0,0,0,0,0,0
Defender,RB,Ashley Young,1,FALSE,6.8,1,90,FALSE,0,0,,1,0,0,77,0,0,0,0.01,0.01,0,0,44,0,2,33,0,0,50,2,1,7,5,1,3,4,43,0,1,2,0,0,0,0
Keeper,GK,Jordan Pickford,0,FALSE,6.7,2,90,TRUE,0,0,,0,0,0,57,0,0,0,0.01,0,0,0,38,0,0,38,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Bart Verbruggen,0,FALSE,5.5,2,90,TRUE,0,0,,0,0,0,67,0,0,0,0,0,0,0,55,0,0,36,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Joel Veltman,1,FALSE,8,1,90,FALSE,0,0,,1,0,0,74,0,0,0,0.01,0.01,0,0,81,0,2,67,1,0,63,2,0,13,4,0,14,2,86,100,4,1,0,0,0,0
Defender,CB,Adam Webster,1,FALSE,7.3,2,90,FALSE,0,0,,0,0,1,90,0,0.07,0,0.01,0.08,0,1,100,0,5,57,0,0.07,100,5,2,8,5,0,4,1,67,100,0,1,0,0,0,0
Defender,CB,Lewis Dunk,1,TRUE,7.5,1,90,FALSE,0,0,,1,0,2,92,0,0.26,0,0.01,0.27,0,1,87,0,8,78,0,0.26,0,0,0,7,7,2,2,3,0,100,0,1,0,0,0,0
Defender,LB,Pervis Estupin?n,1,FALSE,7.9,5 + 1,90,FALSE,0,1,,0,0,1,89,1,0.02,0,0.33,0.35,0,1,61,0,3,100,0,0.02,0,2,1,7,8,1,4,4,33,100,1,2,0,0,0,100
Midfielder,DM,Mahmoud Dahoud,2,FALSE,7.4,5,74,FALSE,0,1,74,0,0,1,82,1,0.03,0,0.05,0.08,0,1,33,0,3,0,0,0.03,100,2,0,3,1,1,1,2,33,0,0,0,0,0,0,0
Midfielder,DM,Billy Gilmour,2,FALSE,7.8,4 + 2,90,FALSE,0,0,,1,0,1,89,4,0,0,0.14,0.14,0,0,88,0,4,40,0,0,100,1,0,5,5,4,4,5,44,0,0,1,100,0,0,33
Midfielder,RW,Simon Adingra,4,FALSE,7.4,2,87,FALSE,0,0,87,0,0,0,100,2,0,0,0.11,0.11,0,0,44,0,0,0,1,0,0,0,0,4,5,2,4,8,27,100,1,2,40,0,0,33
Midfielder,AM,Facundo Buonanotte,4,FALSE,6.4,1,45,FALSE,0,0,46,0,0,1,77,0,0.04,0.13,0.02,0.06,100,0,29,0,0,0,3,0.04,0,0,0,6,4,0,6,6,50,0,4,2,0,0,0,0
Midfielder,LW,Danny Welbeck,4,FALSE,6.6,2,63,FALSE,0,0,63,0,0,0,89,1,0,0,0.01,0.01,0,0,26,0,2,0,0,0,0,0,0,1,1,0,1,2,33,0,1,0,0,0,0,0
Attacker,ST,Evan Ferguson,5,FALSE,6.5,1,45,FALSE,0,0,46,0,0,1,75,1,0.02,0.34,0.33,0.35,100,0,16,0,0,100,1,0.02,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Attacker,ST,Dominic Solanke,5,FALSE,7,6,90,FALSE,1,0,,0,0,3,92,0,0.53,0.22,0.01,0.54,67,0,28,0,0,0,2,0.53,0,1,1,4,3,0,3,9,22,33,1,2,0,0,1,0
Midfielder,LW,Justin Kluivert,4,FALSE,6.4,2,64,FALSE,0,0,64,0,0,0,64,0,0,0,0.02,0.02,0,0,25,0,1,0,1,0,0,0,0,3,4,1,4,4,50,0,1,1,67,0,0,0
Midfielder,AM,Ryan Christie,4,FALSE,6.7,5,82,FALSE,0,1,82,0,0,1,83,1,0.05,0,0.02,0.07,0,0,42,0,8,50,3,0.05,0,1,0,3,5,0,2,6,33,0,1,1,0,0,0,0
Midfielder,RW,Marcus Tavernier,4,FALSE,7,2,63,FALSE,0,0,63,0,0,0,78,1,0,0,0.08,0.08,0,0,34,0,1,0,1,0,50,0,0,5,3,0,6,3,75,0,0,0,80,0,0,0
Midfielder,DM,Philip Billing,2,FALSE,5.6,2,82,FALSE,0,0,82,0,0,1,80,0,0.05,0,0.01,0.06,0,0,40,0,4,0,2,0.05,50,0,0,5,3,2,6,5,55,0,2,0,0,0,0,0
Midfielder,DM,Lewis Cook,2,FALSE,6.1,2,90,FALSE,0,0,,0,0,0,94,2,0,0,0.08,0.08,0,0,56,0,4,0,0,0,0,0,0,2,8,1,1,2,33,0,0,1,100,0,0,25
Defender,LB,Milos Kerkez,1,FALSE,4.7,-1,90,FALSE,0,0,,0,0,0,82,0,0,0,0.04,0.04,0,0,46,0,0,100,2,0,33,2,2,9,4,1,7,7,54,0,3,3,100,0,0,33
Defender,CB,Lloyd Kelly,1,FALSE,6.6,1,83,FALSE,0,0,83,0,0,0,77,2,0,0,0.04,0.04,0,0,49,0,8,25,0,0,100,4,0,9,10,0,1,1,100,0,0,0,0,0,0,0
Defender,CB,Illia Zabarnyi,1,FALSE,6.4,0,90,FALSE,0,0,,1,0,1,76,0,0.05,0,0,0.05,0,0,51,0,8,0,0,0.05,67,2,1,10,5,1,5,2,71,0,1,1,100,0,0,0
Defender,RB,Max Aarons,1,FALSE,5.9,1,90,FALSE,0,0,,0,0,0,64,0,0,0,0.01,0.01,0,0,40,0,2,20,1,0,33,1,0,4,6,0,5,2,83,0,1,0,100,0,0,0
Keeper,GK,Neto,0,TRUE,5.5,1,90,TRUE,0,0,,0,0,0,36,0,0,0,0,0,0,0,32,0,0,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,James Trafford,0,FALSE,7.2,3,90,TRUE,0,0,,0,0,0,92,0,0,0,0,0,0,0,86,0,0,40,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Connor Roberts,1,FALSE,6.7,2,90,FALSE,0,0,,0,0,0,87,0,0,0,0.03,0.03,0,0,71,0,7,0,0,0,0,3,1,6,6,0,4,3,80,0,2,1,0,0,0,0
Defender,CB,Ameen Al Dakhil,1,FALSE,7.3,2,90,FALSE,0,0,,0,0,0,89,1,0,0,0.28,0.28,0,0,128,0,9,50,0,0,0,3,1,5,9,0,3,3,0,50,0,0,0,0,0,0
Defender,CB,Jordan Beyer,1,FALSE,6.6,1,90,FALSE,0,0,,1,0,0,93,0,0,0,0.01,0.01,0,0,116,0,5,25,0,0,0,2,1,8,6,1,3,4,50,33,0,1,0,0,0,0
Defender,LB,Charlie Taylor,1,FALSE,6.9,2,90,FALSE,0,0,,0,0,0,86,0,0,0,0.02,0.02,0,0,62,0,6,50,0,0,0,2,1,6,2,0,4,0,100,100,1,0,0,0,0,20
Midfielder,CM,Aaron Ramsey,3,FALSE,7.2,2,73,FALSE,0,0,74,0,0,2,79,1,0.05,0.29,0.43,0.48,100,1,49,0,4,67,0,0.05,100,1,0,4,4,1,8,3,67,100,2,0,33,0,0,0
Midfielder,CM,Josh Cullen,3,FALSE,7.1,2,90,FALSE,0,0,,0,0,0,89,3,0,0,0.19,0.19,0,0,72,0,7,75,1,0,0,0,0,3,6,0,3,1,67,100,1,0,0,0,0,0
Midfielder,CM,Josh Brownhill,3,TRUE,7.4,2,86,FALSE,0,0,86,0,0,1,81,3,0.09,0,0.21,0.3,0,0,49,0,3,50,0,0.09,100,2,2,4,7,0,4,1,75,100,1,0,0,0,0,33
Attacker,ST,Johann Berg Gudmundsson,5,FALSE,6.1,1,20,FALSE,0,0,20,0,0,0,100,0,0,0,0.01,0.01,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,100,0,1,0,0,0,0,0
Attacker,ST,Zeki Amdouni,5,FALSE,6.7,2,73,FALSE,0,0,73,0,0,2,83,1,0.46,0.09,0.01,0.47,50,0,22,0,0,100,0,0.46,0,0,0,1,2,0,2,3,67,0,2,0,0,0,1,0
Attacker,ST,Luca Koleosho,5,FALSE,6.1,2,73,FALSE,0,0,74,0,0,2,81,0,0.05,0,0.02,0.07,0,1,38,0,0,0,2,0.05,0,0,0,2,4,0,5,7,42,0,1,2,57,0,0,0
Attacker,ST,Rasmus H©ªjlund,5,FALSE,6.6,2,90,FALSE,0,0,,0,0,2,65,0,0.12,0,0.01,0.13,0,1,31,0,1,0,0,0.12,0,4,2,5,2,0,3,8,0,33,0,1,0,0,1,0
Midfielder,LW,Hannibal Mejbri,4,FALSE,7.2,3,90,FALSE,0,0,,0,0,0,92,2,0,0,0.48,0.48,0,0,36,0,7,100,1,0,100,0,0,3,7,1,4,5,50,33,1,0,0,0,0,0
Midfielder,AM,Marcus Rashford,4,FALSE,7.5,3,90,FALSE,0,0,,0,0,3,75,2,0.4,0,0.08,0.48,0,2,46,0,2,0,2,0.4,100,1,1,3,6,0,6,5,44,100,1,1,50,0,0,0
Midfielder,RW,Scott McTominay,4,FALSE,7.3,3,90,FALSE,0,0,,0,0,1,81,0,0.04,0.12,0.01,0.05,100,0,47,0,3,100,1,0.04,100,1,1,8,9,1,2,9,25,0,0,3,0,0,0,0
Midfielder,DM,Casemiro,2,FALSE,7.6,3,90,FALSE,0,0,,0,0,1,81,2,0.06,0,0.03,0.09,0,1,52,0,6,60,1,0.06,67,1,0,9,7,1,5,5,44,100,1,3,0,0,0,0
Midfielder,DM,Bruno Fernandes,2,TRUE,8.4,8 + 2,90,FALSE,1,0,,0,0,4,55,2,0.35,0.68,0.21,0.56,100,1,49,0,6,25,0,0.35,0,3,1,5,8,2,1,4,0,100,0,0,0,0,0,67
Defender,LB,Sergio Reguilon,1,FALSE,6.6,5,79,FALSE,0,0,79,1,0,0,74,0,0,0,0.21,0.21,0,0,45,0,4,100,1,0,0,2,0,5,1,3,2,6,29,0,1,1,0,0,0,33
Defender,CB,Jonny Evans,1,FALSE,8.1,9 + 3,89,FALSE,0,1,89,0,0,0,91,1,0.34,0.66,0.14,0.48,0,0,80,0,5,33,0,0.34,0,8,4,9,3,0,5,0,100,100,2,0,0,0,0,0
Defender,CB,Victor Nilsson Lindel?f,1,FALSE,7.1,6,90,FALSE,0,0,,0,0,0,89,0,0,0,0.01,0.01,0,0,68,0,3,0,0,0,100,2,0,4,2,1,1,2,33,0,0,1,0,0,0,0
Defender,RB,Diogo Dalot,1,FALSE,7.6,5 + 1,90,FALSE,0,0,,1,0,0,87,2,0,0,0.09,0.09,0,0,51,0,2,67,0,0,67,2,1,6,4,1,3,2,60,0,0,1,0,0,0,67
Keeper,GK,Andre Onana,0,FALSE,8.2,7,90,TRUE,0,0,,0,0,0,64,0,0,0,0,0,0,0,47,0,0,36,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Robert S?nchez,0,FALSE,8.1,4,90,TRUE,0,0,,0,0,0,82,0,0,0,0,0,0,0,38,0,0,56,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Malo Gusto,1,FALSE,5.9,-2,58,FALSE,0,0,,0,1,0,84,1,0,0,0.08,0.08,0,0,59,0,0,100,0,0,0,0,0,5,5,1,6,3,71,50,1,1,0,0,0,0
Defender,CB,Axel Disasi,1,FALSE,6.8,2,90,FALSE,0,0,,0,0,1,92,1,0.03,0,0.13,0.16,0,0,74,0,4,50,0,0.03,0,1,1,3,8,1,4,4,40,67,1,0,0,0,0,0
Defender,CB,Thiago Silva,1,FALSE,7.4,2,90,FALSE,0,0,,0,0,0,98,2,0,0,0.04,0.04,0,0,71,0,9,100,0,0,0,9,4,12,4,0,2,2,100,0,0,0,100,0,0,0
Defender,LB,Levi Colwill,1,FALSE,7.1,2,90,FALSE,0,0,,0,0,0,82,0,0,0,0,0,0,0,65,0,8,43,0,0,100,3,2,7,5,0,6,0,100,100,0,0,100,0,0,0
Midfielder,DM,Conor Gallagher,2,TRUE,7.9,2,90,FALSE,0,0,,0,0,1,86,1,0.02,0,0.03,0.05,0,1,71,0,2,50,0,0.02,100,1,1,6,9,0,8,1,88,100,2,0,67,0,0,0
Midfielder,DM,Mois?s Caicedo,2,FALSE,6.5,2,79,FALSE,0,0,79,0,0,1,91,0,0.03,0.03,0.01,0.04,100,0,41,0,3,100,0,0.03,100,3,3,6,4,3,4,5,17,100,0,2,0,0,0,0
Midfielder,RW,Raheem Sterling,4,FALSE,6.6,2,90,FALSE,0,0,,0,0,1,63,0,0.15,0.62,0,0.15,100,0,49,0,3,0,2,0.15,50,1,1,3,5,0,7,6,50,100,2,0,33,0,1,0
Midfielder,AM,Enzo Fern?ndez,4,FALSE,6.3,3,68,FALSE,0,0,68,0,0,1,76,0,0.19,0,0.01,0.2,0,0,45,0,6,25,1,0.19,50,1,0,5,5,3,3,6,38,0,1,1,0,0,0,0
